harga,jumlah_kamar_tidur,jumlah_kamar_mandi,luas_tanah,luas_bangunan,carport,pasokan_listrik,kab/kota,kecamatan,keamanan,taman,jarak_rs_terdekat,jarak_sekolah_terdekat,jarak_tol_terdekat
105000000000,8.0,8.0,700.0,2000,15,66000.0,Jakarta Pusat,Menteng,Ada,Tidak Ada,0.71,0.72,2.92
55000000000,6.0,7.0,813.0,500,4,11000.0,Jakarta Pusat,Menteng,Tidak Ada,Tidak Ada,0.58,0.19,3.9
15000000000,3.0,3.0,368.0,300,2,7700.0,Jakarta Pusat,Kemayoran,Tidak Ada,Tidak Ada,1.51,0.17,5.12
35000000000,9.0,9.0,510.0,624,2,7700.0,Jakarta Pusat,Menteng,Tidak Ada,Tidak Ada,0.28,0.33,3.92
49000000000,5.0,5.0,424.0,1000,2,17600.0,Jakarta Pusat,Menteng,Ada,Ada,0.41,0.34,4.12
80000000000,5.0,3.0,743.0,500,2,3300.0,Jakarta Pusat,Menteng,Tidak Ada,Tidak Ada,0.86,0.29,3.62
5500000000,5.0,5.0,238.0,420,1,2200.0,Jakarta Pusat,Senen,Tidak Ada,Tidak Ada,0.1,0.32,3.38
18800000000,5.0,3.0,312.0,475,2,2200.0,Jakarta Pusat,Menteng,Ada,Ada,0.37,0.44,4.46
6600000000,7.0,6.0,285.0,390,3,10000.0,Jakarta Pusat,Johar baru,Tidak Ada,Ada,0.62,0.43,2.14
15000000000,6.0,4.0,493.0,300,3,5500.0,Jakarta Pusat,Cempaka putih,Ada,Tidak Ada,0.47,0.62,0.65
2500000000,4.0,3.0,96.0,180,2,4400.0,Jakarta Pusat,Kemayoran,Ada,Tidak Ada,0.84,0.83,4.77
7500000000,3.0,3.0,393.0,316,3,3500.0,Jakarta Pusat,Cempaka putih,Tidak Ada,Tidak Ada,1.01,0.27,1.52
47000000000,9.0,10.0,485.0,1678,4,33000.0,Jakarta Pusat,Menteng,Tidak Ada,Ada,0.52,0.43,3.66
170000000000,7.0,5.0,1117.0,1250,6,33000.0,Jakarta Pusat,Menteng,Tidak Ada,Tidak Ada,0.61,0.72,3.88
12500000000,4.0,4.0,532.0,250,4,6600.0,Jakarta Pusat,Cempaka putih,Tidak Ada,Ada,1.4,0.26,1.81
1900000000,5.0,2.0,75.0,140,1,2200.0,Jakarta Pusat,Kemayoran,Tidak Ada,Tidak Ada,0.72,0.33,1.43
2500000000,7.0,3.0,234.0,300,1,3500.0,Jakarta Pusat,Kemayoran,Tidak Ada,Ada,1.36,0.27,3.62
15000000000,20.0,9.0,506.0,300,5,7700.0,Jakarta Pusat,Senen,Tidak Ada,Tidak Ada,0.87,0.43,1.91
5000000000,6.0,3.0,302.0,500,4,10000.0,Jakarta Pusat,Sawah besar,Tidak Ada,Ada,1.15,0.61,4.49
6500000000,8.0,5.0,300.0,500,1,4400.0,Jakarta Pusat,Johar baru,Tidak Ada,Tidak Ada,0.59,0.12,2.19
2280000000,3.0,3.0,53.0,94,1,2200.0,Jakarta Pusat,Cempaka putih,Ada,Ada,1.1,2.3,4.0
1210000000,2.0,2.0,37.0,55,1,2200.0,Jakarta Pusat,Cempaka putih,Ada,Ada,0.45,0.4,3.8
12000000000,5.0,2.0,400.0,300,2,3500.0,Jakarta Pusat,Gambir,Ada,Ada,0.15,0.35,4.1
19000000000,5.0,4.0,535.0,600,2,4400.0,Jakarta Pusat,Menteng,Ada,Ada,1.6,0.5,6.8
17000000000,5.0,5.0,355.0,240,2,6600.0,Jakarta Pusat,Tanah abang,Tidak Ada,Ada,1.6,0.5,3.9
99000000000,5.0,3.0,885.0,445,1,5500.0,Jakarta Pusat,Menteng,Tidak Ada,Tidak Ada,1.2,0.55,6.1
4600000000,5.0,2.0,209.0,150,1,10600.0,Jakarta Pusat,Cempaka putih,Ada,Ada,1.1,2.3,4.0
890000000,3.0,2.0,25.0,73,1,2200.0,Jakarta Pusat,Johar baru,Ada,Ada,0.75,0.8,5.4
26000000000,4.0,3.0,598.0,598,1,4400.0,Jakarta Pusat,Tanah abang,Tidak Ada,Tidak Ada,1.5,0.85,2.7
2400000000,3.0,3.0,53.0,94,1,2200.0,Jakarta Pusat,Cempaka putih,Ada,Ada,1.1,2.3,4.0
5500000000,3.0,3.0,140.0,200,1,3300.0,Jakarta Pusat,Tanah abang,Ada,Ada,1.5,0.85,2.7
1650000000,3.0,2.0,39.0,115,1,2200.0,Jakarta Pusat,Cempaka putih,Ada,Ada,1.1,2.3,4.0
1800000000,2.0,3.0,54.0,80,1,2200.0,Jakarta Pusat,Cempaka putih,Tidak Ada,Tidak Ada,1.5,0.35,3.5
11500000000,5.0,4.0,601.0,601,3,3300.0,Jakarta Pusat,Cempaka putih,Ada,Ada,0.95,0.28,3.1
15000000000,7.0,1.0,493.0,284,3,4400.0,Jakarta Pusat,Gambir,Tidak Ada,Ada,1.0,0.55,3.4
15000000000,73.0,50.0,238.0,785,1,5500.0,Jakarta Pusat,Tanah abang,Ada,Tidak Ada,0.75,0.15,4.9
4950000000,6.0,6.0,244.0,136,1,2200.0,Jakarta Pusat,Senen,Ada,Ada,0.24,0.2,3.5
13500000000,5.0,3.0,554.0,431,2,6600.0,Jakarta Pusat,Cempaka putih,Ada,Tidak Ada,1.1,275.0,4.7
16000000000,8.0,4.0,520.0,650,2,8000.0,Jakarta Pusat,Tanah abang,Ada,Ada,1.7,0.5,4.8
125000000000,4.0,5.0,1046.0,800,7,10600.0,Jakarta Pusat,Menteng,Tidak Ada,Ada,1.2,1.0,4.0
15000000000,4.0,4.0,350.0,400,2,10600.0,Jakarta Pusat,Tanah abang,Tidak Ada,Ada,1.65,0.65,4.75
17000000000,10.0,10.0,924.0,410,8,10000.0,Jakarta Pusat,Kemayoran,Tidak Ada,Tidak Ada,0.95,0.35,7.7
9300000000,4.0,4.0,200.0,300,1,3500.0,Jakarta Pusat,Gambir,Ada,Ada,1.1,0.25,2.65
1360000000,3.0,3.0,39.0,77,1,2200.0,Jakarta Pusat,Cempaka putih,Ada,Tidak Ada,1.0,2.2,3.5
972000000,3.0,2.0,25.0,73,1,2200.0,Jakarta Pusat,Cempaka putih,Ada,Ada,1.85,1.48,1.85
1850000000,2.0,3.0,52.0,76,1,2200.0,Jakarta Pusat,Cempaka putih,Ada,Ada,1.5,0.8,2.0
1650000000,3.0,3.0,39.0,115,1,2200.0,Jakarta Pusat,Kemayoran,Ada,Tidak Ada,3.0,4.0,5.25
8500000000,3.0,2.0,234.0,200,1,3300.0,Jakarta Pusat,Gambir,Tidak Ada,Tidak Ada,1.2,0.75,2.1
5900000000,2.0,1.0,240.0,120,3,13200.0,Jakarta Pusat,Gambir,Tidak Ada,Tidak Ada,0.12,0.16,1.9
4300000000,4.0,3.0,90.0,180,2,5500.0,Jakarta Pusat,Gambir,Ada,Tidak Ada,0.8,1.5,2.5
19000000000,6.0,5.0,543.0,600,3,10600.0,Jakarta Pusat,Menteng,Ada,Ada,0.45,0.21,9.5
11500000000,6.0,3.0,601.0,325,3,4400.0,Jakarta Pusat,Cempaka putih,Tidak Ada,Ada,1.0,0.28,3.3
3200000000,4.0,2.0,125.0,200,1,2200.0,Jakarta Pusat,Cempaka putih,Ada,Tidak Ada,1.3,0.5,3.1
33000000000,4.0,4.0,400.0,600,3,10000.0,Jakarta Pusat,Menteng,Tidak Ada,Ada,1.7,0.7,7.0
889000000,3.0,2.0,24.0,71,1,2200.0,Jakarta Pusat,Johar baru,Ada,Tidak Ada,0.8,0.6,2.0
15500000000,2.0,3.0,288.0,190,4,11000.0,Jakarta Pusat,Tanah abang,Ada,Tidak Ada,0.8,0.11,1.6
12000000000,4.0,4.0,400.0,500,1,8000.0,Jakarta Pusat,Gambir,Ada,Ada,0.6,1.5,4.3
4900000000,3.0,2.0,184.0,105,1,2200.0,Jakarta Pusat,Gambir,Ada,Ada,3.1,0.55,2.4
850000000,2.0,2.0,25.0,73,1,2200.0,Jakarta Pusat,Senen,Ada,Ada,2.0,1.0,6.2
1610000000,4.0,5.0,39.0,115,1,2200.0,Jakarta Pusat,Cempaka putih,Tidak Ada,Ada,1.1,0.75,4.3
889000000,3.0,2.0,24.0,71,1,2200.0,Jakarta Pusat,Johar baru,Ada,Tidak Ada,0.72,0.54,1.8
12500000000,6.0,3.0,601.0,325,1,4400.0,Jakarta Pusat,Cempaka putih,Tidak Ada,Ada,0.9,0.3,5.1
3650000000,3.0,2.0,259.0,100,1,2200.0,Jakarta Pusat,Kemayoran,Tidak Ada,Tidak Ada,3.15,0.27,5.8
955000000,3.0,2.0,25.0,73,1,2200.0,Jakarta Pusat,Cempaka putih,Ada,Tidak Ada,0.9,0.23,2.7
1650000000,3.0,3.0,39.0,115,1,2200.0,Jakarta Pusat,Cempaka putih,Ada,Tidak Ada,1.5,1.1,4.1
70000000000,5.0,3.0,643.0,381,3,13200.0,Jakarta Pusat,Menteng,Tidak Ada,Ada,2.0,0.29,6.6
1340000000,3.0,3.0,25.0,90,1,3500.0,Jakarta Pusat,Sawah besar,Tidak Ada,Ada,1.3,0.65,10.9
2400000000,3.0,3.0,53.0,94,1,2200.0,Jakarta Pusat,Cempaka putih,Ada,Tidak Ada,1.2,1.4,3.6
4590000000,3.0,3.0,209.0,150,1,2200.0,Jakarta Pusat,Cempaka putih,Tidak Ada,Tidak Ada,1.5,0.7,4.5
17300000000,5.0,4.0,456.0,456,2,11000.0,Jakarta Pusat,Gambir,Ada,Tidak Ada,0.5,0.22,3.3
1700000000,4.0,3.0,150.0,265,1,3500.0,Jakarta Utara,Cilincing,Ada,Ada,4.0,1.0,2.0
19500000000,4.0,4.0,385.0,400,1,23000.0,Jakarta Utara,Penjaringan,Tidak Ada,Tidak Ada,2.0,1.5,4.0
3750000000,3.0,3.0,84.0,252,1,3500.0,Jakarta Utara,Tanjung priok,Tidak Ada,Tidak Ada,2.0,2.5,3.0
6500000000,4.0,2.0,200.0,320,1,5500.0,Jakarta Utara,Tanjung priok,Tidak Ada,Tidak Ada,3.0,1.5,2.0
7200000000,3.0,3.0,256.0,200,1,4400.0,Jakarta Utara,Penjaringan,Ada,Tidak Ada,1.0,0.7,3.0
1700000000,3.0,2.0,60.0,91,1,2200.0,Jakarta Utara,Kelapa gading,Ada,Ada,3.0,2.0,2.0
1800000000,2.0,2.0,60.0,79,2,3300.0,Jakarta Utara,Penjaringan,Ada,Ada,4.0,1.0,3.0
16000000000,4.0,4.0,312.0,500,4,11000.0,Jakarta Utara,Penjaringan,Ada,Ada,2.0,1.5,2.5
6500000000,4.0,3.0,144.0,240,2,5500.0,Jakarta Utara,Tanjung priok,Ada,Ada,2.0,1.0,2.5
5750000000,3.0,3.0,175.0,252,3,7700.0,Jakarta Utara,Penjaringan,Ada,Ada,3.0,2.0,4.0
3450000000,3.0,5.0,100.0,225,1,4400.0,Jakarta Utara,Penjaringan,Tidak Ada,Ada,3.0,2.0,2.0
1700000000,2.0,2.0,56.0,100,1,4400.0,Jakarta Utara,Penjaringan,Ada,Ada,2.0,1.5,2.5
4000000000,3.0,3.0,152.0,200,1,5500.0,Jakarta Utara,Penjaringan,Ada,Ada,3.5,1.0,1.5
12500000000,3.0,4.0,250.0,350,1,4400.0,Jakarta Utara,Penjaringan,Tidak Ada,Tidak Ada,3.0,1.5,1.5
6500000000,4.0,4.0,175.0,560,2,33000.0,Jakarta Utara,Pademangan,Ada,Tidak Ada,3.0,1.5,2.5
2450000000,5.0,4.0,105.0,165,2,3500.0,Jakarta Utara,Kelapa gading,Tidak Ada,Tidak Ada,2.0,1.0,1.5
13000000000,5.0,4.0,467.0,600,2,15000.0,Jakarta Utara,Penjaringan,Ada,Ada,2.0,1.0,2.0
4700000000,3.0,3.0,117.0,235,2,7700.0,Jakarta Utara,Penjaringan,Ada,Tidak Ada,4.1,3.2,3.5
1600000000,3.0,2.0,60.0,80,1,2200.0,Jakarta Utara,Kelapa gading,Ada,Ada,2.0,1.0,3.0
2650000000,3.0,2.0,90.0,150,1,3500.0,Jakarta Utara,Kelapa gading,Tidak Ada,Tidak Ada,1.5,1.0,2.0
8500000000,4.0,4.0,200.0,300,2,7700.0,Jakarta Utara,Penjaringan,Ada,Ada,2.0,1.0,1.5
1400000000,3.0,3.0,50.0,150,1,3500.0,Jakarta Utara,Tanjung priok,Ada,Tidak Ada,2.0,0.7,2.5
2700000000,10.0,4.0,112.0,200,1,5500.0,Jakarta Utara,Kelapa gading,Tidak Ada,Tidak Ada,3.0,2.0,3.5
19000000000,6.0,5.0,192.0,576,1,7700.0,Jakarta Utara,Penjaringan,Ada,Ada,2.0,1.0,2.5
8800000000,4.0,4.0,204.0,250,2,5500.0,Jakarta Utara,Penjaringan,Ada,Ada,2.0,1.5,2.0
3500000000,3.0,2.0,120.0,240,1,4400.0,Jakarta Utara,Penjaringan,Tidak Ada,Tidak Ada,3.0,1.0,2.0
4000000000,4.0,4.0,140.0,280,1,7700.0,Jakarta Utara,Penjaringan,Tidak Ada,Tidak Ada,2.0,1.5,3.0
1350000000,2.0,2.0,45.0,54,1,2200.0,Jakarta Utara,Penjaringan,Ada,Tidak Ada,5.0,4.0,3.0
6300000000,4.0,3.0,200.0,400,1,5500.0,Jakarta Utara,Penjaringan,Ada,Ada,1.3,0.6,3.5
1300000000,2.0,2.0,45.0,54,1,2200.0,Jakarta Utara,Penjaringan,Ada,Ada,3.5,2.0,4.0
33000000000,4.0,4.0,935.0,1000,2,10600.0,Jakarta Utara,Kelapa gading,Ada,Ada,3.0,2.0,4.0
13600000000,5.0,4.0,512.0,600,2,7700.0,Jakarta Utara,Penjaringan,Tidak Ada,Tidak Ada,3.0,2.0,2.0
10500000000,4.0,3.0,240.0,345,1,11000.0,Jakarta Utara,Penjaringan,Tidak Ada,Tidak Ada,2.0,1.5,2.5
5600000000,3.0,3.0,160.0,228,2,5500.0,Jakarta Utara,Penjaringan,Ada,Ada,3.0,2.0,2.5
5350000000,4.0,1.0,120.0,120,1,4400.0,Jakarta Utara,Penjaringan,Tidak Ada,Tidak Ada,3.0,2.0,2.5
27500000000,3.0,1.0,529.0,529,1,7700.0,Jakarta Utara,Penjaringan,Tidak Ada,Ada,4.0,3.0,2.0
3200000000,3.0,3.0,75.0,135,1,4400.0,Jakarta Utara,Penjaringan,Ada,Tidak Ada,3.0,2.0,4.0
2300000000,3.0,3.0,90.0,120,2,3500.0,Jakarta Utara,Kelapa gading,Ada,Ada,2.0,2.0,3.0
4000000000,3.0,3.0,120.0,160,2,4400.0,Jakarta Utara,Penjaringan,Ada,Tidak Ada,3.0,2.0,5.0
2990000000,4.0,3.0,160.0,238,1,4400.0,Jakarta Utara,Kelapa gading,Ada,Tidak Ada,3.0,2.0,4.0
3490000000,4.0,2.0,90.0,198,1,4400.0,Jakarta Utara,Kelapa gading,Ada,Tidak Ada,2.0,4.0,2.0
2400000000,3.0,2.0,75.0,90,1,4400.0,Jakarta Utara,Penjaringan,Ada,Tidak Ada,2.0,3.0,1.5
1400000000,3.0,2.0,105.0,90,1,2200.0,Jakarta Utara,Kelapa gading,Ada,Tidak Ada,2.0,1.5,2.5
1950000000,2.0,2.0,150.0,70,1,2200.0,Jakarta Utara,Kelapa gading,Tidak Ada,Tidak Ada,2.0,1.5,3.0
4500000000,3.0,4.0,180.0,200,1,3300.0,Jakarta Utara,Penjaringan,Ada,Ada,3.0,2.0,2.5
4500000000,3.0,4.0,180.0,200,2,3300.0,Jakarta Utara,Penjaringan,Ada,Ada,3.5,2.0,4.0
36000000000,5.0,5.0,640.0,1120,10,11000.0,Jakarta Utara,Penjaringan,Ada,Ada,3.5,2.0,4.0
1300000000,2.0,1.0,75.0,60,1,2200.0,Jakarta Utara,Kelapa gading,Ada,Tidak Ada,5.0,3.0,3.5
2500000000,2.0,2.0,60.0,80,1,2200.0,Jakarta Utara,Penjaringan,Ada,Ada,3.5,2.0,4.0
2500000000,3.0,4.0,90.0,162,1,3500.0,Jakarta Utara,Penjaringan,Ada,Ada,4.0,3.0,5.0
780000000,1.0,1.0,307.0,29,1,1000.0,Jakarta Utara,Kosambi,Ada,Tidak Ada,0.65,0.65,2.0
5750000000,3.0,3.0,175.0,252,3,7700.0,Jakarta Utara,Penjaringan,Ada,Ada,3.0,2.0,4.0
23000000000,6.0,4.0,500.0,500,3,5500.0,Jakarta Utara,Sunter,Tidak Ada,Tidak Ada,2.5,0.95,3.4
5500000000,4.0,4.0,150.0,209,2,4400.0,Jakarta Utara,Kosambi,Ada,Tidak Ada,2.4,2.4,12.5
5500000000,3.0,3.0,120.0,120,2,4400.0,Jakarta Utara,Kosambi,Ada,Tidak Ada,3.25,3.25,16.4
1900000000,3.0,1.0,90.0,120,2,2200.0,Jakarta Utara,Kelapa gading,Tidak Ada,Tidak Ada,1.1,2.0,2.0
8500000000,4.0,4.0,200.0,300,2,7700.0,Jakarta Utara,Penjaringan,Ada,Ada,2.0,1.0,1.5
60000000000,6.0,9.0,600.0,1500,6,13500.0,Jakarta Utara,Penjaringan,Ada,Ada,0.3,0.8,0.6
16500000000,8.0,8.0,407.0,650,4,1100.0,Jakarta Utara,Kelapa gading,Ada,Ada,2.7,0.9,3.0
21500000000,4.0,5.0,480.0,444,2,6600.0,Jakarta Utara,Kapuk,Ada,Ada,3.4,3.4,3.1
1870000000,3.0,2.0,120.0,120,1,4400.0,Jakarta Utara,Cilincing,Tidak Ada,Tidak Ada,0.4,1.0,3.1
1850000000,3.0,2.0,105.0,100,1,2200.0,Jakarta Utara,Cilincing,Tidak Ada,Tidak Ada,0.2,1.0,3.1
3750000000,3.0,3.0,126.0,194,1,4400.0,Jakarta Utara,Penjaringan,Ada,Ada,1.5,0.5,5.7
3000000000,4.0,2.0,300.0,400,2,3500.0,Jakarta Utara,Koja,Tidak Ada,Ada,0.9,0.7,4.4
3500000000,3.0,2.0,120.0,240,1,4400.0,Jakarta Utara,Penjaringan,Tidak Ada,Tidak Ada,3.0,1.0,2.0
3300000000,4.0,2.0,160.0,200,1,2200.0,Jakarta Utara,Tanjung priok,Tidak Ada,Tidak Ada,1.2,2.8,1.6
3050000000,3.0,3.0,102.0,170,2,3500.0,Jakarta Utara,Kelapa gading,Tidak Ada,Tidak Ada,0.3,0.4,4.4
10500000000,4.0,3.0,187.0,400,4,17000.0,Jakarta Utara,Kelapa gading,Tidak Ada,Tidak Ada,0.3,0.4,4.4
3000000000,3.0,3.0,90.0,180,2,4400.0,Jakarta Utara,Penjaringan,Ada,Ada,1.9,2.0,1.6
4000000000,3.0,3.0,120.0,160,2,4400.0,Jakarta Utara,Penjaringan,Ada,Tidak Ada,3.0,2.0,5.0
3570000000,4.0,4.0,100.0,215,2,5500.0,Jakarta Utara,Pegangsaan dua,Tidak Ada,Ada,1.0,1.0,4.2
12500000000,4.0,3.0,300.0,450,2,5500.0,Jakarta Utara,Kapuk,Ada,Tidak Ada,1.1,0.8,2.0
2500000000,3.0,4.0,90.0,162,1,3500.0,Jakarta Utara,Penjaringan,Ada,Ada,4.0,3.0,5.0
46000000000,5.0,5.0,1048.0,1500,4,11000.0,Jakarta Utara,Kapuk,Ada,Ada,0.8,5.0,6.5
45000000000,3.0,3.0,1110.0,800,2,23000.0,Jakarta Utara,Kapuk,Ada,Ada,0.9,1.4,2.4
2300000000,3.0,3.0,90.0,120,2,3500.0,Jakarta Utara,Kelapa gading,Ada,Ada,2.0,2.0,3.0
48000000000,5.0,4.0,1018.0,1000,4,8000.0,Jakarta Utara,Kapuk,Ada,Ada,2.1,2.3,3.3
5100000000,4.0,3.0,121.0,121,1,4400.0,Jakarta Utara,Kelapa gading,Ada,Ada,2.7,0.9,3.0
5000000000,7.0,5.0,246.0,246,1,4500.0,Jakarta Utara,Kelapa gading,Tidak Ada,Tidak Ada,2.0,1.6,2.5
3600000000,3.0,2.0,126.0,140,2,3300.0,Jakarta Utara,Cakung,Ada,Ada,1.6,1.3,3.1
3200000000,3.0,3.0,75.0,135,1,4400.0,Jakarta Utara,Penjaringan,Ada,Tidak Ada,3.0,2.0,4.0
7500000000,4.0,3.0,187.0,202,1,2200.0,Jakarta Utara,Kelapa gading,Ada,Tidak Ada,1.8,1.1,1.7
3050000000,3.0,3.0,102.0,170,2,3500.0,Jakarta Utara,Kelapa gading,Ada,Tidak Ada,0.2,2.1,5.2
10500000000,4.0,3.0,187.0,400,3,5500.0,Jakarta Utara,Kelapa gading,Ada,Ada,2.0,1.8,3.5
6600000000,4.0,3.0,180.0,250,2,2500.0,Jakarta Utara,Kelapa gading,Ada,Tidak Ada,1.5,2.0,0.8
1400000000,3.0,2.0,105.0,90,1,2200.0,Jakarta Utara,Kelapa gading,Ada,Tidak Ada,2.0,1.5,2.5
1850000000,3.0,2.0,105.0,100,1,2200.0,Jakarta Utara,Cilincing,Tidak Ada,Tidak Ada,0.2,1.0,3.1
48500000000,5.0,7.0,1100.0,800,3,4400.0,Jakarta Utara,Kapuk,Ada,Ada,0.9,1.4,2.4
1900000000,3.0,1.0,90.0,120,2,2200.0,Jakarta Utara,Kelapa gading,Tidak Ada,Tidak Ada,1.1,2.0,2.0
7300000000,3.0,3.0,153.0,400,4,5500.0,Jakarta Utara,Kelapa gading,Ada,Tidak Ada,2.3,3.0,1.8
8800000000,4.0,3.0,240.0,345,2,11000.0,Jakarta Utara,Penjaringan,Ada,Ada,2.0,2.0,1.7
8000000000,3.0,3.0,198.0,400,3,5500.0,Jakarta Utara,Kelapa gading,Ada,Ada,0.3,0.9,2.7
10900000000,3.0,3.0,230.0,400,1,4400.0,Jakarta Utara,Kapuk,Ada,Ada,2.1,2.3,3.3
3570000000,4.0,4.0,100.0,215,2,5500.0,Jakarta Utara,Pegangsaan dua,Tidak Ada,Ada,1.0,1.0,4.2
5500000000,3.0,4.0,136.0,180,1,2200.0,Jakarta Utara,Penjaringan,Ada,Tidak Ada,1.0,1.0,1.6
1950000000,2.0,2.0,150.0,70,1,2200.0,Jakarta Utara,Kelapa gading,Tidak Ada,Tidak Ada,2.0,1.5,3.0
23000000000,5.0,5.0,665.0,520,3,11000.0,Jakarta Utara,Sunter,Ada,Ada,3.5,4.2,2.5
5100000000,4.0,3.0,121.0,121,1,4400.0,Jakarta Utara,Kelapa gading,Ada,Ada,2.7,0.9,3.0
1700000000,5.0,3.0,70.0,200,1,4400.0,Jakarta Utara,Pademangan,Tidak Ada,Tidak Ada,1.1,0.8,0.1
2750000000,2.0,2.0,90.0,108,2,1300.0,Jakarta Utara,Kelapa gading,Tidak Ada,Ada,4.0,2.5,3.8
9500000000,4.0,5.0,250.0,330,2,5500.0,Jakarta Utara,Penjaringan,Ada,Ada,1.0,1.2,1.5
8700000000,5.0,4.0,300.0,590,2,10600.0,Jakarta Utara,Penjaringan,Ada,Tidak Ada,3.0,2.5,2.0
5000000000,4.0,3.0,120.0,244,0,5500.0,Jakarta Utara,Pluit,Tidak Ada,Tidak Ada,3.0,2.5,2.0
5200000000,3.0,4.0,344.0,306,2,5500.0,Jakarta Utara,Sunter,Ada,Tidak Ada,2.0,1.5,2.5
2750000000,13.0,8.0,102.0,175,1,11000.0,Jakarta Utara,Kelapa gading,Ada,Tidak Ada,4.0,2.5,3.8
6500000000,3.0,3.0,180.0,176,2,4400.0,Jakarta Utara,Penjaringan,Ada,Ada,1.0,1.2,1.5
29500000000,7.0,7.0,1645.0,2000,2,7700.0,Jakarta Utara,Sunter,Ada,Ada,2.0,1.5,2.5
2700000000,4.0,2.0,102.0,140,0,4400.0,Jakarta Utara,Kelapa gading,Tidak Ada,Tidak Ada,4.0,2.5,3.8
1650000000,3.0,2.0,107.0,90,2,3500.0,Jakarta Utara,Cilincing,Ada,Tidak Ada,5.0,2.0,3.0
2050000000,3.0,3.0,75.0,98,0,4400.0,Jakarta Utara,Penjaringan,Ada,Ada,1.0,1.2,1.5
2500000000,2.0,2.0,90.0,117,1,2200.0,Jakarta Utara,Penjaringan,Ada,Ada,1.0,1.5,1.0
6250000000,6.0,5.0,165.0,240,1,5500.0,Jakarta Utara,Penjaringan,Ada,Tidak Ada,2.0,1.5,1.5
5700000000,5.0,4.0,175.0,280,2,7700.0,Jakarta Utara,Penjaringan,Ada,Ada,1.0,1.2,1.5
8880000000,5.0,6.0,325.0,400,0,4400.0,Jakarta Utara,Pluit,Ada,Ada,3.0,2.5,2.0
28000000000,4.0,5.0,360.0,760,3,11000.0,Jakarta Utara,Sunter,Ada,Ada,2.0,1.5,2.5
28000000000,6.0,5.0,1188.0,750,5,5500.0,Jakarta Utara,Sunter,Ada,Ada,2.0,1.5,2.5
3200000000,3.0,3.0,90.0,119,0,3500.0,Jakarta Utara,Penjaringan,Ada,Ada,1.0,1.2,1.5
4800000000,5.0,2.0,287.0,280,3,13200.0,Jakarta Utara,Tanjung priok,Tidak Ada,Tidak Ada,2.0,1.5,2.5
3250000000,4.0,3.0,97.0,194,2,5500.0,Jakarta Utara,Penjaringan,Tidak Ada,Tidak Ada,1.0,1.2,1.5
4700000000,4.0,4.0,161.0,210,1,2200.0,Jakarta Utara,Penjaringan,Ada,Tidak Ada,1.0,1.2,1.5
3600000000,4.0,4.0,90.0,170,1,4400.0,Jakarta Utara,Penjaringan,Ada,Ada,1.0,1.2,1.5
1700000000,4.0,4.0,58.0,155,1,1300.0,Jakarta Utara,Sunter,Ada,Tidak Ada,2.0,1.5,2.5
2850000000,4.0,3.0,90.0,135,1,5500.0,Jakarta Utara,Kelapa gading,Ada,Tidak Ada,4.0,2.5,3.8
3250000000,3.0,3.0,97.0,97,1,5500.0,Jakarta Utara,Penjaringan,Ada,Tidak Ada,1.0,1.2,1.5
2700000000,4.0,4.0,72.0,217,1,3500.0,Jakarta Utara,Pademangan,Ada,Ada,3.0,2.0,2.5
1050000000,3.0,2.0,124.0,89,1,2200.0,Jakarta Utara,Rorotan,Ada,Ada,3.0,1.0,2.0
3150000000,3.0,1.0,216.0,134,1,5500.0,Jakarta Utara,Cilincing,Ada,Tidak Ada,1.5,0.8,2.2
24000000000,6.0,6.0,700.0,500,4,11000.0,Jakarta Utara,Sunter,Ada,Ada,1.2,0.4,1.0
515000000,2.0,2.0,24.0,43,1,1300.0,Jakarta Utara,Tanjung priok,Ada,Tidak Ada,2.0,0.5,1.5
950000000,2.0,3.0,84.0,168,1,2200.0,Jakarta Utara,Marunda,Ada,Tidak Ada,2.0,1.0,3.0
1670000000,3.0,2.0,60.0,95,1,2200.0,Jakarta Utara,Sukapura,Ada,Ada,2.0,0.5,2.0
650000000,2.0,1.0,105.0,80,1,1300.0,Jakarta Utara,Rorotan,Tidak Ada,Tidak Ada,3.0,0.6,2.5
1300000000,2.0,1.0,130.0,60,1,2200.0,Jakarta Utara,Cilincing,Ada,Ada,1.5,0.8,2.5
2270000000,2.0,1.0,63.0,36,1,1300.0,Jakarta Utara,Marunda,Ada,Tidak Ada,2.5,1.0,3.0
1300000000,2.0,1.0,130.0,60,1,2200.0,Jakarta Utara,Cilincing,Ada,Ada,2.0,1.0,2.5
4100000000,4.0,3.0,153.0,160,1,2200.0,Jakarta Utara,Kelapa gading,Tidak Ada,Tidak Ada,1.5,0.8,2.0
1650000000,3.0,2.0,90.0,120,1,2200.0,Jakarta Utara,Kelapa gading,Tidak Ada,Tidak Ada,2.0,1.0,1.5
3580000000,4.0,4.0,100.0,215,2,3500.0,Jakarta Utara,Kelapa gading,Ada,Ada,1.2,0.5,3.0
426000000,2.0,2.0,21.0,41,1,1300.0,Jakarta Utara,Pademangan,Ada,Ada,2.8,0.9,4.0
3600000000,3.0,2.0,100.0,120,1,4400.0,Jakarta Utara,Taman grisenda,Ada,Ada,3.0,1.2,5.0
6150000000,4.0,4.0,205.0,270,1,4500.0,Jakarta Utara,Sunter,Tidak Ada,Tidak Ada,2.0,1.5,2.5
